,product_id,product_name,aisle_id,department_id,suggested_prods,suggested_aisle_ids,suggested_pro_ids,suggested_dept_id
245,246,Triple-Acting Laundry Stain Remover,75,17,"Pods Spring Meadow Detergent + Stain Remover + Brightener,2 In 1 Laundry Detergent,Stain Release Boost In-Wash Stain Remover Pacs,Laundry Soil Stain Remover","75,75,75,75","724,924,134,416","17,17,17,17"
246,247,Perfectly Thymed Pita Crisps Baked,107,19,"Garlic Parmesan Pita Bread Chips,Country Style Baked Beans,100% Whole Wheat Pita Bread,Baked Rice Crisps, Sour Cream & Wasabi, Medium","107,59,128,78","166,181,83,902","19,15,3,19"
247,248,Dried Sweetened Cranberries,117,19,"Freeze-Dried Edamame Veggie Snack,Dried Parsley Flakes,Cranberry Almond Fruit Clusters Dried Cranberries,Organic Dried Cranberries","50,104,125,117","508,884,549,775","19,13,19,19"
248,249,"Pinot Grigio, California, 2010",62,5,"Pink Moscato California,Cabernet Sauvignon California,California Merlot,Organic California Blend","6,28,28,116","713,598,837,634","2,5,5,1"
249,250,"Authentic Deep Dish, Spinach & Garlic Pizza",79,1,"Ultra Antibacterial Dish Liquid,Spinach Pesto,Pizza for One Suprema  Frozen Pizza,Spinach Basil Garlic Linguini","100,9,79,12","38,813,18,76","21,9,1,9"
250,251,Extra Strength Melatonin Adult Gummies,47,11,"Awesome Strength Paper Towels,Extra Sharp Cheddar Cheese,Chewables Extra Strength Cherry Creme - 48 CT,Extra Strength Berry","54,21,70,64","679,169,295,345","17,16,11,7"
251,252,"Waffles, Red Berry",121,14,"Red Roses,Rio Berry,Organic Mini Homestyle Waffles,Belgian Waffles","87,64,52,52","573,266,162,536","17,7,1,1"
252,253,Organic Vegetable Greens & Greens Juice Blend,31,7,"Organic Vegetable Tray,Organic California Blend,100% Cranberry Juice Blend,Power Greens","83,116,98,31","784,634,806,872","4,1,7,7"
253,254,Honey Mustard,72,13,"Honey Vanilla Greek Yogurt,Almond Honey Protein+ Bar,Deli Spicy Brown Mustard,Organic Honey Mustard","120,3,72,72","459,445,977,810","16,19,13,13"
254,255,"Cold Remedy, Quick Dissolve Tablets, Cherry Flavor",11,11,"Rescue Remedy, Spray,Prenatal One, Tablets,Rescue Remedy,Cold & Cough Formula, Effervescent Tablets, Citrus","11,47,6,11","203,645,535,914","11,11,2,11"
255,256,Island Fruits Fruit Snacks,50,19,"Scooby-Doo! Fruit Flavored Snacks,Annie's Bunny Fruit Snacks Variety,Blueberry & Banana Tiny Fruits Freeze Dried Snacks,Teensy Fruits Baby Fruit Snacks Berry","50,50,92,92","115,939,849,777","19,19,18,18"
256,257,Key Lime Soda,77,7,"Lime Sherbet,Vanilla Cream Soda,Soda,Key Lime Moisture Shave","37,77,77,55","344,230,196,957","1,7,7,11"
257,258,Vegetable Pot Pie,38,1,"Organic Vegetable Tray,NasaFlo Neti Pot Sinus Relief with Premixed,Cherry Pie,Vegetable Pie In A Pocket Sandwich","83,11,8,38","784,603,874,932","4,11,3,1"
258,259,Imported Italian Solid Light Tuna In Pure Olive Oil,95,15,"Argan Oil of Morocco Renewing Weightless Healing Dry Oil Hair Oil,Town House Sea Salt & Olive Oil Flatbread Crisps,Foldit Flatbreads Artisan Rosemary & Olive Oil,Organic Red Wine & Olive Oil Dressing Organic","22,78,128,89","214,683,660,65","11,19,3,13"
259,260,Cantaloupe,24,4,"Cheese Creations Four Cheese Cheese Sauce,Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food,Organic Whole Grassmilk Milk,Apricots","9,41,84,18","3,413,423,291,000","9,8,16,10"
260,261,Organic Southwestern Burrito,38,1,"Organic Roasted Garlic Vinaigrette Dressing Organic,100% Whole Wheat Flour Burrito Tortillas,The Santa Cruz Burrito,Organic Southwestern Vegetable Soup","89,128,38,69","962,737,669,644","13,3,1,15"
261,262,Petite Dill Pickles,110,13,"Green Peas, Organic, Petite,Petite Green Peas,Kosher Dill Babies,Garlic Barrel Pickles","116,116,110,110","327,969,537,710","1,1,13,13"
262,263,Red Food Color,97,13,"Tri Color Tortilla Strips,Red Roses,Lasting Color Shampoo,Natural Food Color Packets","89,87,22,17","539,573,55,323","13,17,11,13"
263,264,Non-Fat Blueberry on the Bottom Greek Yogurt,120,16,"Plain Greek Goat Yogurt,Plain Fat Free Yogurt,Honey Vanilla Greek Yogurt,Greek 100 Calories Vanilla Fat Free Yogurt","120,120,120,120","484,953,459,894","16,16,16,16"
264,265,Glass Storage Container with Green Silicone Protection,85,17,"Take Alongs Twist & Seal Liquid Storage,Apple Green Cups,Cavity Protection Regular Flavor Toothpaste,Glass Bottles","85,111,20,77","538,846,976,839","17,17,11,7"
265,266,Rio Berry,64,7,"Double Berry Cheesecake,Organic Super Berry Juice,Waffles, Red Berry,Extra Strength Berry","37,31,121,64","672,802,252,345","1,7,14,7"
266,267,Triple Chocolate Ripple,37,1,"Chocolate Sandwich Cookies,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,Triple-Acting Laundry Stain Remover,Triple Chocolate Snack Size","61,61,75,45","1,559,246,227","19,19,17,19"
267,268,Sponge Mop,114,17,"Apricots,EcoNet Recycled Bath Sponge,Euro Sponge Cloths,Sponge Blossoms","18,109,114,114","1,000,229,828,674","10,11,17,17"
268,269,Stuffed Crust Five Cheese Pizza,79,1,"Thin Crust Pepperoni & Pesto Pizza,Thin & Crispy Crust Pepperoni Pizza,Crispy Thin Crust White Pizza,Ristorante Pizza Spinaci Thin Crust Pizza","79,79,79,79","992,571,926,356","1,1,1,1"
269,270,OneZip Storage Bags Quart Size Value Pack,85,17,"Chai Tea Bags,Swaddlers Diapers Jumbo Pack Size Newborn,Snack Bags,Cruisers Diapers Jumbo Pack - Size 5","94,56,87,56","281,765,274,682","7,18,17,18"
270,271,TAI PEI      14OZ.SWEET & SOUR CHKN,38,1,"Sweet Cooking Rice Seasoning,Sweet Cream Buttermilk Powder,Red Sweet Mini Pepper,Baked Rice Crisps, Sour Cream & Wasabi, Medium","66,17,100,78","70,395,991,902","6,13,21,19"
271,272,Propolis Herbal Supplement,47,11,"Fiber 4g Gummy Dietary Supplement,Echinacea & Elderberry Organic Herbal Tea,Super Slimming Herbal Tea,Brambleberry Herbal Tea","70,94,94,94","462,942,348,237","11,7,7,7"
272,273,Thin Stackers Brown Rice  Salt Free,107,19,"Onion & Herb Salt-Free Seasoning Blend,Chunky Beef with Vegetables & Brown Rice Dog Food,Chicken & Brown Rice Formula Cat Food,Salt Free Seasoning","104,40,41,104","908,377,597,463","13,8,8,13"
273,274,Snack Bags,87,17,"Onion Flavor Organic Roasted Seaweed Snack,Triple Chocolate Snack Size,Chai Tea Bags,Snack Size Candy","66,45,94,45","47,227,281,630","6,19,7,19"
274,275,Caramel Sauce,103,19,"Mascarpone Pistachio Caramel Gelato,Black Salt Caramel Dark Chocolate Bar,Chocolate Caramel Whey Protein Bar,Salted Caramel Ice Cream","37,45,3,37","497,921,370,606","1,19,19,1"
275,276,French Vanilla Ice Cream,37,1,"Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,Vanilla Cream Soda,Vanilla Orange Swirl Ice Cream,Ice Cream, Cookies & Cream","37,77,37,37","130,230,944,431","1,7,1,1"
276,277,Diet Root Beer,77,7,"Diet Dr Pepper Bottles,Super Dry Beer,Beer, IPA,Lite Beer","77,27,27,27","695,379,736,470","7,5,5,5"
277,278,Instant Mashed Potatoes,4,9,"Organic Yummy Tummy Maple & Brown Sugar Instant Oatmeal,Gold Potatoes,in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,Turkey Meatloaf & Mashed Potatoes","92,83,92,38","106,306,524,518","18,4,18,1"
278,279,Everyday Detox Dandelion Tea,94,7,"Everyday Mega Pack Paper Plates,Tea Temples Green Tea With Mint,Purifying Daily Detox Scrub,2-Ply Everyday Napkins","111,94,109,54","428,560,133,859","17,7,11,17"
279,280,Makeup Remover Cleansing Towelettes,73,11,"Pods Spring Meadow Detergent + Stain Remover + Brightener,Triple-Acting Laundry Stain Remover,Calcium Lime & Rust Remover,Laundry Soil Stain Remover","75,75,114,75","724,246,816,416","17,17,17,17"
280,281,Chai Tea Bags,94,7,"Tea, Superflower, Hibiscus, Blueberry, Caffeine-Free, Bags,Organic Smooth Move Chamomile Laxative Tea Bags,Snack Bags,Sweet Chai of Mine Chai Tea Bags","94,94,87,94","447,880,274,721","7,7,17,7"
281,282,Oh My Cod! Cod Pate and Vegetables Cat Food,40,8,"Chicken & Brown Rice Formula Cat Food,Sliced Chicken Entree Cat Food,Chunky Beef with Vegetables & Brown Rice Dog Food,Cat Food, Premium, Adult Cat Formula","41,41,40,41","597,442,377,848","8,8,8,8"
282,283,Organic Whole Wheat Elbows,131,9,"Whole Wheat Spanakopita,Whole Wheat Tortillas,Organic Thin Sliced 100% Whole Wheat Bread,Organic 100% Whole Wheat Rigatoni","129,128,112,131","360,58,566,774","1,3,3,9"
283,284,Organic Spicy Heirloom Marinara Sauce,9,9,"Medium Spicy Butter Chicken Simmer Sauce,Spicy Tomato & Basil Pasta Sauce,Heirloom Boysenberries,Wild Sardines in Marinara Sauce","9,9,116,95","191,640,803,187","9,9,1,15"
284,285,Mini Nilla Wafers Munch Pack,61,19,"Organic Mini Homestyle Waffles,Red Sweet Mini Pepper,Whole Wheat Mini Toasts,Banana & Sweet Potato Organic Teething Wafers","52,100,78,92","162,991,681,63","1,21,19,18"
285,286,Lite Poppy Seed Dressing Lite,89,13,"3 Seed Blue Corn Dipping Chips,Lite Whipped Topping,Poppy Seed Bagels,Lite Beer","107,119,93,27","225,582,245,470","19,1,3,5"
286,287,Turkey,96,20,"Ground Turkey Chub,Organic Turkey Burgers,Turkey Chili,Original Turkey","34,49,1,96","118,23,554,176","1,12,20,20"
287,288,Original Sprouted Grains Protein & Fiber Hot Oatmeal,130,14,"Organic Fiber Fruit Blend,Organic Sprouted Barley Bread,Sprouted Kale Cracker,Salted Caramel Lean Protein & Fiber Bar","116,112,78,3","767,108,103,25","1,3,19,19"
288,289,100% Juice No Sugar Added Fruit Punch,98,7,"No Sugar Added The Original Fudge Pops,All Natural 100% Apple Juice,Organic Fruit Punch,Fruit Punch Juice Drink","37,98,98,98","758,82,646,945","1,7,7,7"
289,290,Organic Peppermint Lemonade,31,7,"Peppermint/Banana Split Variety Pack Frozen Dairy Dessert Cones,Liquid Drink Mix Blackberry Lemonade,Sparkling Raspberry Lemonade Water Beverage,Lemonade Flavor Drink Mix","37,90,115,90","313,385,334,763","1,7,7,7"
290,291,Mint Dental Floss,20,11,"Mint Chocolate Flavored Syrup,Sugar Free Mint Patties,No Wax Floss Classic 490,Small & Medium Dental Dog Treats","103,45,20,40","16,382,867,21","19,19,11,8"
291,292,Fresh Multi-Purpose Contact Lens Solution,44,11,"Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,Totality Multi-Symptom Relief,Fresh Oj,Lemon Fresh Multi Surface Cleaner","37,44,98,114","130,819,628,732","1,11,7,17"
292,293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,41,8,"Cat Food, Premium, Adult Cat Formula,Chicken & Brown Rice Formula Cat Food,Sliced Chicken Entree Cat Food,Salmon and Tuna Formula Dry Cat Food","41,41,41,41","848,597,442,970","8,8,8,8"
293,294,Minis Original Saltine Crackers,78,19,"Original Turkey,Minis Candy Bars,Water Crackers Original All Natural,Original Minis Pretzel Chips","96,45,78,107","176,207,363,678","20,19,19,19"
294,295,Chewables Extra Strength Cherry Creme - 48 CT,70,11,"Protein Shake, Organic, Banana Creme,Cherry Pie,Extra Strength Melatonin Adult Gummies,Extra Strength Berry","64,8,47,64","911,874,251,345","7,3,11,7"
295,296,For Men Odor Armor Body Wash,127,11,"Moisturizing Lavender Body Wash,Antioxidant Cranberry Body Wash,Invigorating Face Wash Men,Lavender Body Wash","25,25,73,25","878,441,527,474","11,11,11,11"
296,297,"Write Bros Ball Point Pens, Cap-Pen, Medium (1.0 mm), Black Ink",100,21,"Chinese Breakfast Black Tea,Black Currant Kombucha,Cat Treats Hair Ball Control Chicken,Black Peppercorns","94,31,41,104","233,336,779,481","7,7,8,13"
297,298,Brisk With Lemon Iced Tea,94,7,"Organic Lemon Gingersnap,Tea Temples Green Tea With Mint,Vanilla with Almond Milk Iced Coffee,Organic Chamomile Lemon Tea","61,94,26,94","331,560,69,97","19,7,7,7"
298,299,Organic Apple Spinach Kale Coconut Water Superjuice,98,7,"Sprouted Kale Cracker,Coconut Yogurt,Organic Pasteurized Apple Juice,Pure Coconut Water With Orange","78,120,98,98","103,920,792,7","19,16,7,7"
299,300,Organic Enriched Unbleached White Flour,17,13,"100% Whole Wheat Flour Burrito Tortillas,Rice, Extra Long Grain, Enriched,White Chicken Chili,Fajita Flour Tortillas","128,63,59,128","737,612,448,705","3,9,15,3"
300,301,"Biotin 10,000mcg Maximum Strength",47,11,"Biotin 1000 mcg,Extra Strength Berry,10\"" Bamboo Skewers,Biotin Super Strength 7500 mcg Tablets","47,64,10,47","42,345,578,656","11,7,17,11"
301,302,Gourmet Dog Treats Bone,40,8,"Snack Sticks Chicken & Rice Recipe Dog Treats,T Bone Steak,Small & Medium Dental Dog Treats,Chicken Meatballs Dog Treats","40,122,40,40","722,175,21,236","8,12,8,8"
302,303,"Candy, Original",45,19,"Dark Chocolate Peanut Candy,Minis Candy Bars,Snack Size Candy,Original Turkey","45,45,45,96","901,207,630,176","19,19,19,20"
303,304,Dry Roasted Pistachios,117,19,"Baby Dry Diapers Size 4,Dry Nose Oil,Dry Pasta Lasagne,Super Dry Beer","56,11,131,27","879,6,913,379","18,11,9,5"
304,305,Wild Forest Raw Neem Honey,29,13,"Organic Raw Coconut Aminos,Organic Raw Almond Butter,Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein,Cayenne Lemonade Made With Raw Tristate Honey","72,88,3,31","742,558,657,221","13,13,19,7"
305,306,Gold Potatoes,83,4,"Cut Russet Potatoes Steam N' Mash,Turkey Meatloaf & Mashed Potatoes,Instant Mashed Potatoes,Organic Yukon Gold Potato Bag","116,38,4,83","8,518,278,391","1,1,9,4"
306,307,Precious Mozzarella Cheese,21,16,"Cheese Creations Four Cheese Cheese Sauce,100% Natural String Cheese Mozzarella Cheese,Organic Mozzarella,String Cheese, Mozzarella","9,21,21,108","341,505,617,217","9,16,16,16"
307,308,Advanced Haircare Color Vibrancy Nourishing Shampoo,22,11,"Natural Food Color Packets,Red Food Color,Shampoo Baby Shampoo,Lasting Color Shampoo","17,97,102,22","323,263,956,55","13,13,18,11"
308,309,Graduates Lil' Entrees Spiral Pasta In Turkey Meat Sauce With Green & Yellow Beans,92,18,"Green Chile Anytime Sauce,Organic Roasted Garlic Pasta Sauce,Turkey,Graduates Lil' Meals Spaghetti Rings In Meat Sauce","5,9,96,92","5,244,287,873","13,9,20,18"
309,310,"Crackers, Puffed, Corn, Quinoa & Sesame",78,19,"Water Crackers Original All Natural,Traditional Water Crackers,Cream Style Corn,Thin Cakes, Puffed Multigrain","78,78,81,78","363,145,664,675","19,19,15,19"
310,311,Naturals Savory Turkey Breakfast Sausage,52,1,"Sausage Gravy & Biscuit,Turkey Chili,Original Turkey,Turkey","52,1,96,96","688,554,176,287","1,20,20,20"
311,312,Juicing Carrots,83,4,"in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,Starting Solids Carrots Organic Baby Food,Organic Whole Peeled Baby Carrots,Honey Glazed Carrots","92,92,123,116","524,509,343,373","18,18,4,1"
312,313,Peppermint/Banana Split Variety Pack Frozen Dairy Dessert Cones,37,1,"Crunchy Granola Bars Variety Pack,Gluten Free Oatmeal, Variety Pack,Creamy Vanilla Soy Milk Frozen Dessert,Oreo Cookies and Cream Chocolate Frozen Dairy Dessert","48,130,37,37","853,216,975,591","14,14,1,1"
313,314,Extra Whitening Multi-Benefit Fluoride Toothpaste,20,11,"Extra Sharp Cheddar Cheese,XyliWhite Platinum Mint Toothpaste Gel,Cavity Protection Regular Flavor Toothpaste,Extra Strength Berry","21,20,20,64","169,707,976,345","16,11,11,7"
314,315,Creamy Italian Dressing Marinade,89,13,"Dressing Bleu Cheese,Italian Pasta Salad,BBQ Concentrate & Marinade Sauce,For Chicken Marinade","89,1,5,5","163,209,553,807","13,20,13,13"
315,316,Revive Anti-Perspirant Deodorant,80,11,"Dual Action Beta Immune and Anti-Oxidant Effervescent Citrus,Anti Diarrheal Caplets,Phoenix Anti-Perspirant & Deodorant Stick Twin Pack,Advanced Care Skin Renew Anti-Perspirant Deodorant","11,70,80,80","413,146,393,801","11,11,11,11"
316,317,Best Grains Honey & Crunch Oat Bread,112,3,"Crunch Vanilla Sugar Mini Cookies,Oatnut Bread,Sunflower Bread,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free","61,112,112,57","574,889,346,812","19,3,3,14"
317,318,Apple Cinnamon Crisp Candle,101,17,"Apple Green Cups,Premium Apple Juice,Yahrzeit Light Memorial Candle,Ceylon Cinnamon","111,98,33,104","846,935,338,725","17,7,6,13"
318,319,Steamfresh Chef's Favorites Lightly Sauced Roasted Red Potatoes & Green Beans,116,1,"Cracker Trio Selected Favorites,Garbanzo Beans,Gold Potatoes,Dark Red Kidney Beans","78,59,83,59","760,790,306,429","19,15,4,15"
319,320,"Glycerine Soap, Pure and Natural, Cucumber",25,11,"Tzatziki Cucumber Sauce,Soap, Pure-Castile, 18-in-1 Hemp, Lavender,European Cucumber,3 in 1 Soap for Every Man, Cucumber & Lemon","67,25,83,25","198,337,45,152","20,11,4,11"
320,321,Echinacea Goldenseal Alcohol Free Extract,47,11,"Salt Free Seasoning,Echinacea & Elderberry Organic Herbal Tea,Almond Extract,Alcohol Free Maple Flavor","104,94,47,104","463,942,958,526","13,7,11,13"
321,322,Brooklyn Pizza Dough,79,1,"Cookie Dough Performance Energy,Dough for Turnover Pastries,Ristorante Pizza Spinaci Thin Crust Pizza,Pizza for One Suprema  Frozen Pizza","3,58,79,79","183,489,356,18","19,1,1,1"
322,323,Natural Food Color Packets,17,13,"Tri Color Tortilla Strips,Preference Fade-Defying Color + Shine System 9.5NB Lightest Natural Blonde,Lasting Color Shampoo,Red Food Color","89,22,22,97","539,770,55,263","13,11,11,13"
323,324,Strong & Kind Roasted Jalapeno Almond Protein Bar,3,19,"Kind Prenatal Once Daily,Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein,Almond Honey Protein+ Bar,Vanilla Almond Protein Bar","47,3,3,3","91,657,445,406","11,19,19,19"
324,325,Veggie-Style Mini Corn Dogs,42,1,"Whole Wheat Mini Toasts,Organic Ranch Veggie Dip,Cream Style Corn,Corn Dogs, Mini, Honey Crunchy Flavor","78,67,81,129","681,147,664,154","19,20,15,1"
325,326,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner,4,9,"Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,SpongeBob Shapes Macaroni & Cheese Dinner,Cheese Creations Four Cheese Cheese Sauce,Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner","4,4,9,4","671,592,341,772","9,9,9,9"
326,327,"Green Peas, Organic, Petite",116,1,"Apple Green Cups,Petite Brussels Sprouts,Petite Dill Pickles,Petite Green Peas","111,116,110,116","846,436,262,969","17,1,13,1"
327,328,Disinfectant Spray Cherry Blossom & Pomegranate Scent,101,17,"Cherry Pie,Go Fresh Nutrium Moisture Body Wash Blue Fig & Orange Blossom Scent,Strawberry Pomegranate,Disinfectant Spray, Crisp Linen Scent","8,127,3,114","874,351,983,938","3,11,19,17"
328,329,Organic Whole Grassmilk Milk,84,16,"Kisses Milk Chocolate Candy,Ultra-Filtered Whole Milk,Organic Fuel, High Protein Milk Shake, Vanilla,Organic Blueberry Pomegranate Whole Milk Yogurt","45,84,65,120","184,877,795,584","19,16,11,16"
329,330,Chilpotles in Adobo Sauce,30,6,"Sloppy Joe Sauce,Traditional Tartar Sauce,Tzatziki Cucumber Sauce,Caramel Sauce","51,100,67,103","454,562,198,275","13,21,20,19"
330,331,Organic Lemon Gingersnap,61,19,"Lemon Verbena Bar Soap,Zero Strawberry Lemon,Organic Strawberry Lemon-ade,Organic Chamomile Lemon Tea","25,115,31,94","835,659,399,97","11,7,7,7"
331,332,Raspberry Fig Bars,3,19,"Sparkling Raspberry Seltzer,Red Raspberry Jam,Peanut Butter Bars,Whole Wheat Fig Bar","115,88,3,48","44,636,985,457","7,13,19,14"
332,333,Basil Daly Bar Soap,25,11,"Spicy Tomato & Basil Pasta Sauce,Spinach Basil Garlic Linguini,Geranium Daily Bar Soap,Lemon Verbena Bar Soap","9,12,25,25","640,76,586,835","9,9,11,11"
333,334,Sparkling Raspberry Lemonade Water Beverage,115,7,"Kiwi Strawberry Sparkling Water,Sparkling Lemon Seltzer Water,Apple Sparkling Juice Beverage,Sparkling Raspberry Seltzer","115,115,98,115","223,608,618,44","7,7,7,7"
334,335,Blueberry Kombucha,31,7,"Blueberry Blast Bar,Sparkling Blueberry,Black Currant Kombucha,Ginger Berry Kombucha","3,77,31,31","701,456,336,875","19,7,7,7"
335,336,Black Currant Kombucha,31,7,"Chinese Breakfast Black Tea,Black Peppercorns,Ginger Berry Kombucha,Blueberry Kombucha","94,104,31,31","233,481,875,335","7,13,7,7"
336,337,"Soap, Pure-Castile, 18-in-1 Hemp, Lavender",25,11,"Pure Coconut Water With Orange,Lavender Body Wash,Glycerine Soap, Pure and Natural, Cucumber,Hemp Protein, Organic","98,25,25,65","7,474,320,75","7,11,11,11"
337,338,Yahrzeit Light Memorial Candle,33,6,"Light and Fluffy  Blueberry Pancake Mix,Light Strawberry Blueberry Yogurt,Light String Cheese,Apple Cinnamon Crisp Candle","130,120,21,101","565,9,852,318","14,16,16,17"
338,339,Creamline Yogurt Wild Blueberry,120,16,"Non-Fat Blueberry on the Bottom Greek Yogurt,Wild Blueberry All Natural Fruit Spread,Organic Blueberry Pomegranate Whole Milk Yogurt,Light Strawberry Blueberry Yogurt","120,88,120,120","264,149,584,9","16,13,16,16"
339,340,Eco-Pac Kamut Puffs Cereal,121,14,"Special K Original Cereal,Cheerios Cereal,Smorz Cereal,Peanut Butter Cereal","121,121,121,121","588,365,90,34","14,14,14,14"
340,341,Cheese Creations Four Cheese Cheese Sauce,9,9,"Three Cheese Ravioli,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,100% Natural String Cheese Mozzarella Cheese,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner","12,4,21,4","642,671,505,326","9,9,16,9"
341,342,"Complete Health Deboned Chicken, Chicken Meal and Rice Cat Food",41,8,"Chicken Liver Paté Canned Cat Food,Sliced Chicken Entree Cat Food,Chicken Nugget Meal,Chicken & Brown Rice Formula Cat Food","41,41,38,41","668,442,185,597","8,8,1,8"
342,343,Organic Whole Peeled Baby Carrots,123,4,"Honey Glazed Carrots,Organic Four Bean Feast Baby Food,Juicing Carrots,Starting Solids Carrots Organic Baby Food","116,92,83,92","373,744,312,509","1,18,4,18"
343,344,Lime Sherbet,37,1,"Calcium Lime & Rust Remover,Key Lime Moisture Shave,Key Lime Soda,Clarified Lime Juice","114,55,77,17","816,957,257,609","17,11,7,13"
344,345,Extra Strength Berry,64,7,"Waffles, Red Berry,Rio Berry,Chewables Extra Strength Cherry Creme - 48 CT,Extra Strength Melatonin Adult Gummies","121,64,70,47","252,266,295,251","14,7,11,11"
345,346,Sunflower Bread,112,3,"Bread, Healthy Whole Grain,Asiago Cheese Bread,Oatnut Bread,Grape Sunflower Butter Sunwiches","112,21,112,13","101,856,889,961","3,16,3,20"
346,347,"Vegetable Salad Kit, Sweet Kale",123,4,"Just Fruit Salad,Italian Pasta Salad,Arugula Salad,Sprouted Kale Cracker","50,1,123,78","870,209,142,103","19,20,4,19"
347,348,Super Slimming Herbal Tea,94,7,"Super Enzymes,Sleepytime Sinus Soother Herbal Tea,Echinacea & Elderberry Organic Herbal Tea,Brambleberry Herbal Tea","47,94,94,94","390,452,942,237","11,7,7,7"
348,349,Organic Granulated Tapioca,17,13,"Organic Mozzarella,Organic Roasted Garlic Vinaigrette Dressing Organic,Pure Cane Granulated W/Spout Sugar,Pure Granulated Cane Sugar","21,89,17,17","617,962,495,397","16,13,13,13"
349,350,Mixed 12 Pack Lion's Share Ale,27,5,"Jasmine Tea Unfiltered Ginger Ale,Born Yesterday Pale Ale,Keebler Sandies Cashew 12.8 Oz,Ground Flaxseed With Mixed Berries","77,27,61,117","73,430,658,355","7,5,19,19"
350,351,Go Fresh Nutrium Moisture Body Wash Blue Fig & Orange Blossom Scent,127,11,"Disinfectant Spray Cherry Blossom & Pomegranate Scent,Antioxidant Cranberry Body Wash,Even & Bright Pink Lemon and Mandarin Orange Body Wash,Lavender Body Wash","101,25,127,25","328,441,376,474","17,11,11,11"
351,352,Colby Jack & Mild Cheddar Combo Pack,21,16,"Mild Salsa Divino,Sharp Cheddar,Organic Shredded Mild Cheddar,Colby Jack Cheese Slices","51,21,21,21","107,121,781,899","13,16,16,16"
352,353,Tzatziki Greek Yogurt Dip,67,20,"Tzatziki Cucumber Sauce,Plain Greek Goat Yogurt,Yogurt Fruit Dip Sliced Apples,Honey Vanilla Greek Yogurt","67,120,123,120","198,484,89,459","20,16,4,16"
353,354,Twist n Loc Small Round Containers + Lids,85,17,"Double Control Small Roach Baits Insecticide,Small & Medium Dental Dog Treats,Take Alongs Twist & Seal Liquid Storage,Unsalted Pretzel Round","87,40,85,107","773,21,538,532","17,8,17,19"
354,355,Ground Flaxseed With Mixed Berries,117,19,"Mixed 12 Pack Lion's Share Ale,Majestic Roast Ground Coffee,Ground Turkey Chub,Flaxseed Meal, Whole Ground","27,26,34,17","350,916,118,952","5,7,1,13"
355,356,Ristorante Pizza Spinaci Thin Crust Pizza,79,1,"Thin & Crispy Crust Pepperoni Pizza,Crispy Thin Crust White Pizza,Pizza for One Suprema  Frozen Pizza,Stuffed Crust Five Cheese Pizza","79,79,79,79","571,926,18,269","1,1,1,1"
356,357,White Writing Gel,97,13,"White Pearl Onions,Thick Gel Toilet Bowl Cleaner,Sensitive Shave Gel with Aloe,White Chicken Chili","123,114,55,59","31,786,949,448","4,17,11,15"
357,358,Frozen All Butter Pound Cake,119,1,"Chocolate Fudge Layer Cake,Marble Cake Slice,6\"" Organic Carrot Cake,Pound Cake Cake Mix","119,8,8,105","12,750,218,362","1,3,3,13"
358,359,Deli Thin-Sliced Honey Ham,96,20,"Premium Sliced Bacon,Premium Deli Hard Salami,Deli Spicy Brown Mustard,Sliced American Cheese","106,96,72,21","907,757,977,769","12,20,13,16"
359,360,Whole Wheat Spanakopita,129,1,"Organic Whole Wheat Elbows,Whole Wheat Fig Bar,Whole Wheat Loaves,Whole Wheat Tortillas","131,48,112,128","283,457,666,58","9,14,3,3"
360,361,Day and Night Multi-Symptom and Severe Cold & Cough Pain Reliever/Fever Reducer,11,11,"Cold & Cough Formula, Effervescent Tablets, Citrus,NyQuil Severe Cold & Flu,Totality Multi-Symptom Relief,Pain Reliever and Fever Reducer Cherry Infant Drops","11,11,44,11","914,845,819,759","11,11,11,11"
361,362,Pound Cake Cake Mix,105,13,"Chocolate Fudge Layer Cake,Marble Cake Slice,6\"" Organic Carrot Cake,Frozen All Butter Pound Cake","119,8,8,119","12,750,218,358","1,3,3,1"
362,363,Water Crackers Original All Natural,78,19,"Candy, Original,Original Turkey,Minis Original Saltine Crackers,Traditional Water Crackers","45,96,78,78","303,176,294,145","19,20,19,19"
363,364,Greener Selection Salad,123,4,"Fruit Salad Gummi Candy,Just Fruit Salad,Italian Pasta Salad,Arugula Salad","45,50,1,123","776,870,209,142","19,19,20,4"
